h,k,l,Fo2,sigmaFo2,kFc2,Fc_real,Fc_imag,weight,weighted_residual
1,1,3,1534.682517,18.26862489,1476.184013,-12.04858383,-27.95273814,0.0004075863159,-1.181012685
1,1,4,217.5344887,3.363694276,206.19176,10.66776053,-3.951547913,0.01855164778,-1.544929942
1,1,5,593.6090049,7.826516375,584.8063396,-0.2452729643,-19.15704492,0.002642784044,-0.4525275516
1,1,6,23.09878339,2.888949534,30.64457672,2.366074991,-3.692654384,0.1132986843,2.539904218
1,1,7,425.2979168,5.48140718,418.4360238,5.783132667,15.13888733,0.005185745337,-0.4941394565
1,1,8,284.2488098,3.949144422,269.4214225,-6.327438197,11.36069287,0.01132331136,-1.577797835
1,1,9,281.9634292,4.11195784,280.7468067,-4.094477059,12.62717027,0.01130438659,-0.1293538506
1,1,10,150.3246646,2.952478219,142.9544741,-4.597418153,-8.281837715,0.03441762393,-1.367316818
1,1,11,15.8990681,1.283066114,17.2565567,-2.069650067,2.55882627,0.5336859977,0.991697219
1,1,12,4.117437631,0.998773874,3.697209752,-0.0408221729,1.52278687,0.9873547358,-0.4175624794
1,1,13,126.1838507,3.69940891,126.1019561,4.921422467,-7.411291473,0.03569420257,-0.0154722791
1,1,14,22.55519071,2.011330371,17.93986316,1.647357862,2.923376693,0.2220587462,-2.174885864
1,1,15,59.95501918,4.589771513,61.27106637,-0.4735021346,-6.183240084,0.04115032197,0.2669673082
1,1,16,38.03097566,7.093727961,47.08649828,2.132388972,-5.000666325,0.01937132459,1.260355842
1,2,0,2.097121934,1.047739667,1.777258789,-8.881784197e-16,-1.056168984,0.9076744924,-0.3047398639
1,2,1,90.69969678,2.547418747,93.92606753,-5.603463278,-5.249162564,0.07197800127,0.8655938512
1,2,2,403.8801331,6.781774453,435.277902,-16.23142412,3.121245771,0.005186729782,2.261234486
1,2,3,709.645978,10.57115225,666.3435959,16.74795166,11.73607003,0.00176995244,-1.821765973
1,2,4,227.3841779,4.230441158,230.5935794,12.02633569,-0.314401835,0.01552075863,0.3998347474
1,2,5,566.0118387,8.826990358,544.0745434,-6.065003859,17.4557448,0.002730388695,-1.146292155
1,2,6,19.78672012,2.184846011,22.33580358,-0.4462961212,-3.717504835,0.1950871227,1.12589621
1,2,7,129.9522542,3.158999858,128.007235,-4.716997741,-7.621903777,0.03971704049,-0.3876255076
1,2,8,4.567312296,0.9632660015,4.708480883,-0.4479472081,-1.659702354,1.056350269,0.1450915239
1,2,9,317.9438882,5.036344554,311.5950105,1.216232693,-13.93171787,0.008595181905,-0.5886057413
1,2,10,10.16265095,1.103753421,12.40852494,-2.417215113,1.394724685,0.762646699,1.961313795
1,2,11,9.377893684,1.434727309,8.732313954,0.8337775363,2.187609289,0.4678159358,-0.4415576281
1,2,12,31.18114511,2.173228566,31.06605428,-4.41528402,0.06175622694,0.1786365087,-0.04864361541
1,2,13,74.59516942,4.31498137,74.10394029,4.889014758,4.754863251,0.04232435255,-0.1010599955
1,2,14,55.01086597,4.349961436,52.78334718,5.64864018,1.105543468,0.04619846605,-0.4787790665
1,2,15,12.23388525,4.088366974,14.38480528,-2.998354397,0.1961253659,0.05934913348,0.5240002019
1,3,0,316.4846205,9.568507087,304.918687,-2.664535259e-15,-13.83407401,0.005503498835,-0.8580253736
1,3,1,453.5291948,11.06881744,430.1051516,3.924100833,15.95481339,0.00325056763,-1.335492527
1,3,2,67.25239912,2.562757616,63.99697159,-4.716914824,4.23299961,0.09399977562,-0.9980939892
1,3,3,563.3820481,9.603730238,539.0204952,-11.97163742,13.96406219,0.002646265488,-1.253203718
1,3,4,117.3783455,3.653698837,110.9191437,-5.579619207,6.203710832,0.0388358208,-1.27290238
1,3,5,33.01847933,1.589130744,30.77924468,1.60070995,4.093440972,0.285181851,-1.195805502
1,3,6,71.70826416,2.11074353,64.03141509,-1.896987899,-6.049018636,0.1100944999,-2.547216235
1,3,7,203.7472071,3.80364728,195.3066442,10.88138683,-2.044320208,0.01929408179,-1.172420684
1,3,8,51.31343514,1.724126483,52.92743927,4.002892239,-4.146884984,0.1871827057,0.698292698
1,3,9,427.3156647,9.030631844,417.4909424,-2.73984463,-15.95401536,0.004066840622,-0.6265400825
1,3,10,37.21319597,2.737761976,38.61165144,4.901951796,0.4532045404,0.1143944819,0.4729891506
1,3,11,54.55838191,2.40433198,55.42229906,-5.451694516,2.250493726,0.1182065568,0.2970249159
1,3,12,60.88447846,3.324828184,59.16572357,-1.041946091,6.004131607,0.06948927372,-0.4530778517
1,3,13,77.24563172,5.592288055,79.5887296,1.920003957,6.802006445,0.02728968318,0.3870701486
1,3,14,29.96041424,2.896272437,27.25284352,-3.355167991,-2.418272204,0.1087398832,-0.8928412376
1,4,0,6.005578067,2.308065049,5.009868003,2.220446049e-15,1.773255094,0.1865802338,-0.4300963068
1,4,1,175.1231741,4.859602723,166.7953789,-1.896304752,-10.05449223,0.0195247473,-1.163651
1,4,2,38.53245941,1.978370347,38.82553744,-4.695190113,-1.524454227,0.1904680415,0.1279070035
1,4,3,169.5918026,4.236462943,177.3994954,-2.066572817,-10.34764297,0.02281393466,1.179295973
1,4,4,24.45343122,1.6882926,22.26072322,-0.3211977774,-3.724074431,0.2951153824,-1.191178171
1,4,5,61.66944852,2.154111361,61.64411085,-5.471159378,2.959259685,0.1240232464,-0.008923150911
1,4,6,41.06614871,1.614562454,37.21479627,2.579873875,4.086813331,0.2424478918,-1.896367349
1,4,7,321.5842503,7.645474008,317.6395642,13.97071326,2.045729168,0.006599437761,-0.3204541615
1,4,8,48.26397016,2.335925079,47.81136529,-0.1575859319,5.475753321,0.1323974474,-0.1646868896
1,4,9,4.418849233,1.089658273,4.384316825,0.3779818115,1.615220552,0.8299245856,-0.03145909118
1,4,10,31.11820113,2.517051538,30.04909603,-3.48576475,-2.590308689,0.1387528986,-0.3982368432
1,4,11,267.2134858,8.635896366,275.2182112,-12.57234182,3.830976455,0.007202460158,0.6793395054
1,4,12,42.01163406,3.382078474,48.71115936,2.823336458,-4.754180576,0.07676403093,1.856192088
1,4,13,32.05620881,3.48873949,37.27602283,4.563335311,-1.603805467,0.07635835579,1.442392027
1,4,14,40.21837807,7.365846898,36.42193011,4.006415957,2.609364431,0.01794962617,-0.5086337274
1,5,0,16.45761401,3.486786109,15.01124491,-4.440892099e-16,3.069491461,0.08063576383,-0.4107172899
1,5,1,148.460301,4.214700139,144.6001525,4.854344036,-8.197154404,0.02659566536,-0.6295198787
1,5,2,100.1723019,3.458039875,97.12685899,7.541449268,-2.02188566,0.04764382052,-0.6647429631
1,5,3,398.4648703,11.55689598,404.8244331,-1.557248333,-15.86386532,0.003617177178,0.3824830105
1,5,4,10.09228806,2.202642812,9.557698208,1.618990272,-1.837863068,0.2022938419,-0.2404429483
1,5,5,37.66873065,4.050847676,52.13737469,-2.240341822,5.263533738,0.05654059693,3.440392774
1,5,6,66.33602177,4.36184163,71.41139026,-4.623421035,4.842023765,0.04350458414,1.058607801
1,5,7,154.8084262,5.354513383,153.953155,-2.206217388,9.579195922,0.01990449921,-0.1206644881
1,5,8,-0.8328946681,1.004393857,0.07741712782,0.08867743946,-0.2018093583,0.9912698656,0.9063295133
1,5,9,65.81496663,4.070704869,73.85923369,-1.70471798,-6.591777973,0.04885415753,1.778022467
1,5,10,10.43421313,2.65157768,13.60197287,2.585732964,-1.360601371,0.1402750851,1.186431054
1,5,11,57.4399046,5.491462085,56.66658055,3.060162546,5.118795862,0.03018816506,-0.134363057
1,5,12,18.28388354,3.774673575,18.15937416,-3.109185968,1.315544554,0.06873310004,-0.03264262131
1,5,13,7.371226087,5.067433998,19.80766968,2.476012366,2.510300181,0.03886847827,2.451856075
1,6,0,30.88443118,5.748480794,30.65434416,-1.776356839e-15,4.386358145,0.02949548441,-0.03951571827
1,6,1,136.7086345,6.222484583,124.6936572,8.012903242,3.749280735,0.0180051581,-1.612209319
1,6,2,98.50287615,5.413962159,100.7847652,7.87121501,1.140758721,0.02628568461,0.369959487
1,6,3,68.08927003,4.478566318,68.59521854,-3.643077202,5.457255735,0.04127099802,0.1027847791
1,6,4,71.38090351,4.599714853,64.88952741,-5.457123586,-3.308713375,0.03884538046,-1.279400339
1,6,5,107.9013506,5.694014352,112.4023087,-8.378314873,-0.594074094,0.02330989793,0.6871873533
1,6,6,11.6307037,2.606689864,14.4531719,-2.543419242,-1.613233704,0.1445801669,1.073206805
1,6,7,52.091345,3.056855422,52.57866184,4.332993263,-3.771745123,0.08484266689,0.141944502
1,6,8,50.25787023,3.68794685,49.04338439,5.313933725,1.595020514,0.06299522065,-0.3048219623
1,6,9,1.46119307,1.655243794,0.6400033556,-0.592410132,0.2252710833,0.364730077,-0.4959401746
1,6,10,1.99885401,2.246787037,1.090844067,-0.1017639903,-0.8211639216,0.1979552072,-0.4039932135
1,6,11,13.11991364,5.144762609,15.2922113,-3.096523439,-0.09832808935,0.03756079982,0.4210045111
1,7,0,158.1321493,10.53286423,153.1898353,4.884981308e-15,9.805574618,0.007493643825,-0.4278355396
1,7,1,51.74802712,4.470532695,50.03069632,-5.268410626,1.909323416,0.04465135874,-0.3628869059
1,7,2,15.4213757,2.976552593,15.39506524,-1.094404057,-2.909460715,0.1102061681,-0.008734366198
1,7,3,33.26648967,5.739381273,25.74062329,2.87684062,2.807105047,0.02946680628,-1.291882566
1,7,4,56.22874415,4.670004913,53.79071067,0.1740920429,-5.807867412,0.04056062837,-0.4910118831
1,7,5,49.90584592,4.466737895,47.451793,4.344649163,3.302581804,0.04505868132,-0.5209225554
1,7,7,17.45932474,3.816166163,13.73465792,-1.082750061,-2.72913592,0.06739693765,-0.9669577776
1,7,8,1.970082405,2.35777311,0.1146298998,-0.251387564,0.09354955864,0.1797724647,-0.786704127
1,7,9,48.21279006,5.742465509,53.12196845,-0.6671197465,-5.735577429,0.0285160781,0.8289984369
2,0,0,4371.843088,125.3421204,4334.538481,-52.15902994,7.105427358e-15,3.038372401e-05,-0.2056283377
2,0,1,741.1642166,14.15571533,787.0519335,0,-22.22592115,0.001439312332,1.740900593
2,0,2,266.3306257,6.02414884,231.5931963,12.05649229,0,0.009987099542,-3.471501574
2,0,3,74.48922199,2.221741596,94.9140661,7.105427358e-15,7.718330367,0.1007057916,6.481655945
2,0,4,241.3984951,4.153451278,258.1158005,12.72815248,-2.664535259e-15,0.01434780593,2.002437743
2,0,5,750.2672853,11.99138061,755.5589734,1.421085472e-14,21.77670953,0.001537505663,0.2074925962
2,0,6,119.7430293,3.276174562,124.6293519,-8.844397286,3.552713679e-15,0.04230498988,1.005027481
2,0,7,8.526920964,1.163857983,7.41207055,0,-2.156889253,0.7042238898,-0.9355607136
2,0,8,122.4372222,3.437231081,130.6224437,9.054552193,-5.773159728e-15,0.03951578379,1.62710559
2,0,9,30.15053538,1.79749102,28.62550148,-1.243449788e-14,-4.238718996,0.2469670426,-0.7578774727
2,0,10,51.93022934,3.275598874,45.10831638,-5.320915759,4.440892099e-15,0.07600735303,-1.880762592
2,0,11,94.06130812,3.409764193,98.67629317,6.161737787e-15,7.869814353,0.05104835826,1.042704357
2,0,12,27.27812246,2.354353261,24.05785161,-3.885854143,1.776356839e-15,0.1609615031,-1.291972916
2,0,13,14.83150225,4.728445788,18.09463053,6.439293543e-15,-3.370023537,0.04433375648,0.6870706745
2,0,14,18.12848313,3.394148622,16.85009304,3.252065064,-2.220446049e-15,0.0846308471,-0.3719013347
2,0,15,158.4998707,8.778764287,174.7453541,-7.993605777e-15,-10.47275379,0.01003243582,1.627180886
2,1,0,4769.210519,85.16015176,4714.882355,54.39932422,-1.065814104e-14,3.607102359e-05,-0.3262903746
2,1,1,81.58596617,1.425485567,75.83256219,-1.967531485,6.612486353,0.124647062,-2.031261758
