run,h,k,l,omega,x,y,module,Linv,P,edge,Iunscaled,sigmaunscaled,Iraw,varraw,counts,bgsum,nframes,wom,wpos,wom2,Iscaled,sigmascaled,normalized_residual
1,0,1,-7,8.7888491,182.5066,228.06516,0,0.28215061,0.9150269,0,24.454855,3.4027178,79.308176,121.77485,110,0.50314465,7,738.43711,84.654088,6452.5865,24.454855,3.385336,0.29967986
1,0,1,-6,7.4251017,203.88021,248.36755,0,0.24461687,0.93504417,0,82.845377,5.0442583,316.67516,371.78003,356,0.62420382,7,2328.8981,316.67516,17184.076,82.845377,4.8770828,1.3795345
1,0,1,-5,4.665666,224.21543,267.67667,0,0.20716829,0.95235009,0,442.20853,9.9753433,2032.8272,2102.8214,2083,0.78395062,7,9446.5216,2032.8272,44215.867,442.20853,9.9457617,0.26093989
1,0,1,-4,-0.33821049,243.20225,286.24054,0,0.17094163,0.96676053,0,2419.611,20.77044,13684.112,13798.552,13766,1.2795031,7,-4998.913,13684.112,3895.8843,2419.611,20.73865,-0.026006604
1,1,-1,-11,28.559721,11.684089,235.53513,0,0.56318277,0.80677969,0,18.599007,4.8386631,26.64375,48.046523,42,0.24375,7,797.22969,27.94375,22747.059,18.599007,4.6774769,0.57195879
1,1,-1,-10,30.891422,40.940311,259.3169,0,0.52780798,0.83486814,0,143.59163,10.07058,227.12821,253.74227,246,0.29487179,7,7123.891,231.05128,219672.72,143.59163,10.121123,-0.57192606
1,1,-1,-9,33.213397,68.386071,281.25782,0,0.49055881,0.86134151,0,292.53847,13.394984,513.65,553.16281,542,0.45,7,17122.216,515.95,568240.99,292.53847,13.231832,0.60823666
1,1,-1,-8,35.534478,94.364613,301.75797,0,0.45167565,0.8858818,0,275.08052,12.328798,539.52174,584.70888,572,0.51552795,7,19282.815,542.73913,685140.23,275.08052,12.459759,-0.54353898
1,1,0,-11,17.912965,32.347799,208.13615,0,0.52671458,0.81235695,0,93.577089,8.328121,144.32484,164.98223,159,0.22929936,7,2622.6672,146.84713,46856.076,93.577089,8.0189883,1.1967473
1,1,0,-10,19.50282,60.697325,232.78073,0,0.4918294,0.84069401,0,126.57313,9.2648381,216.35404,250.79715,241,0.38509317,7,4219.4674,216.35404,82318.354,126.57313,10.06909,-1.9491336
