h,k,l,I,sigma,multiplicity,d,absent_212121,Fc2,weight,phase_rad
0,3,4,593.4348591894135,60.78493649783745,3,1.670952471929134,False,570.046550044788,0.000250292789328162,-1.5707963267948974
0,3,5,215.681523860878,4.87147499169967,7,1.5474118230663056,False,228.66440643590133,0.01448739020582469,1.5707963267948968
0,3,6,56.64589709223191,2.327154663736055,6,1.4281148356051647,False,56.50460723500252,0.12057021623618894,1.5707963267948966
0,3,7,284.9741386629574,6.696276400722809,6,1.3173688300587778,False,272.8863909334142,0.008783178968946686,-1.570796326794897
0,3,8,84.54887535174034,3.3039787150430637,6,1.2168600480891487,False,79.12350647240906,0.059483944171621506,1.570796326794897
0,3,9,96.4384582001176,4.620021344531632,4,1.126751979294452,False,107.54385960408933,0.03220662893053964,-1.570796326794898
0,3,10,27.69611466738719,2.424599640539805,4,1.0464361813085106,False,29.863817744301514,0.1505349684462995,-1.5707963267948963
0,3,11,222.75397281726,9.07512451826698,4,0.9749795237733864,False,231.39866010221462,0.007730615066855753,1.570796326794895
0,3,12,13.588919405841615,1.919904958557295,4,0.9113664866531554,False,11.92164747423815,0.2613591796098346,1.5707963267948932
0,3,13,0.9848502738225816,4.079683114171597,2,0.8546190002439473,False,0.6648874545099985,0.060080447598859096,-1.5707963267948981
0,3,14,2.735422696294981,2.3856181214568823,2,0.8038483495799427,False,2.8865889321540514,0.17548743737818231,1.5707963267949083
0,4,0,519.2878412644416,18.535987644222185,2,1.492764283649437,False,475.73677572600945,0.0017860457345516014,-6.771549759007992e-16
0,4,1,398.1178929351133,12.281953286361954,3,1.4818939667091318,False,402.71369235139866,0.003381825214849887,-3.1415926535897927
0,4,2,28.655378702894502,2.299032745101949,4,1.4506546924431245,False,32.25688845143865,0.162506436065619,3.2703154398532785e-15
0,4,3,1.4022238862748966,1.130543277653401,4,1.4027101449735846,False,0.3714558039397631,0.7821125991313577,-3.14159265358979
0,4,4,37.55613965238174,2.679821518030457,4,1.342929659300867,False,43.62057955245389,0.11443123266987398,3.1415926535897927
0,4,5,16.688680641273464,1.9838514790103048,4,1.276232290798614,False,17.632093861639458,0.23777967643043663,4.930039409213323e-16
0,4,6,121.36622126267464,3.889852886280437,6,1.2067939056886432,False,118.81396285612807,0.035690553080082586,3.1415926535897913
0,4,7,92.0862383553691,4.439344180566001,3,1.1377234836391337,False,100.96067964307029,0.035271101957104735,3.141592653589792
0,4,8,149.76836331869603,15.566111963003651,4,1.0710861267038736,False,140.53643603796675,0.0038333818845185945,3.1415926535897927
0,4,9,93.79578913001076,5.25748425796913,3,1.0080961282840688,False,91.31392378507508,0.02834295331501603,-4.230281748803213e-16
0,4,10,71.83741700966374,4.769819893699742,3,0.9493495435930932,False,70.09948298033838,0.0367011437305329,-4.655858420504427e-16
0,4,11,10.108856543402757,2.289699122420119,3,0.8950296658994232,False,14.453834366003218,0.1853584583630512,-5.0241147389063945e-15
0,4,12,190.11211492013916,11.344993673582016,2,0.845063984470839,False,178.85739245809106,0.006300390439840661,6.501690056250426e-16
0,4,13,44.80560428658816,7.894861390938766,1,0.7992340566989374,False,35.13205544267085,0.015710194295166967,-3.1415926535897927
0,4,14,9.436474378004124,3.8295879301293176,1,0.7572478800177517,False,5.260392206990093,0.06800143269372884,-3.141592653589791
0,5,1,36.34728123270983,2.8525979423319385,4,1.1886238967104243,False,39.45408804852193,0.10564455136743757,1.5707963267948981
0,5,2,79.13032954116287,4.127052854844646,4,1.1723204416436488,False,68.24653978923052,0.046121434001252314,1.570796326794896
0,5,3,230.6418629630424,11.22545162816337,2,1.14657794395277,False,240.6352342984939,0.005659544545841085,-1.5707963267948966
0,5,4,49.8740335559308,4.97905092406342,2,1.1132302226295216,False,56.867958287770904,0.036406291778568065,1.570796326794897
0,5,5,72.88375936240298,5.884605233209249,2,1.0743437274406933,False,72.24354905108794,0.02541065530877476,1.5707963267948954
0,5,6,-3.376993324341652,1.9470023480997003,2,1.0319280717451114,False,0.6698629894770882,0.26378280729216474,1.570796326794898
0,5,7,11.593149013680126,1.911831688841361,4,0.987739524157385,False,12.55459123971198,0.26386575012796853,1.570796326794891
0,5,8,13.896770051865651,2.269466112008822,3,0.943187361193358,False,16.837908334376127,0.1859845140048632,-1.5707963267948977
0,5,9,21.468405153576462,4.540928211144983,2,0.8993213939094824,False,22.755031990762852,0.047463913803010446,-1.5707963267948981
0,5,10,46.10804444386923,4.672657724476604,2,0.8568689013630989,False,46.03021916851516,0.042118061987891954,-1.570796326794898
0,5,11,21.324578911773845,5.237555195488666,1,0.816293294348228,False,17.490543292056735,0.03603731083328847,1.5707963267948934
0,5,12,4.297006284570097,3.0365691658667897,1,0.7778560445323007,False,0.1681674276232665,0.10842577696358659,-1.5707963267948752
0,6,0,79.9917141795875,9.526287342396303,1,0.9951761890996248,False,79.76755613669128,0.010364041121706732,-3.1415926535897927
0,6,1,75.36341677745058,6.308441431676551,2,0.9919357247838096,False,69.41740113627417,0.022530378742764957,3.141592653589791
0,6,2,9.668738585169724,3.107661464973844,2,0.9824010199415004,False,5.277776757912672,0.10310913288122957,3.1415926535897913
0,6,3,12.65370689102332,3.2013748564644198,2,0.9671031282954164,False,18.499488150803526,0.09528038302615216,-1.9542902953375646e-15
0,6,4,6.065259064187904,2.590571869192509,2,0.9468389223255552,False,7.957552413725859,0.14794263925539494,-5.0295671330637574e-15
0,6,5,56.906038678165565,5.7063718265451975,2,0.9225645639890396,False,58.979263507875274,0.0280737640706696,1.473568449460909e-16
0,6,6,70.09413189408713,6.538993029984768,2,0.8952864395339111,False,59.99811469704297,0.021564804205148003,7.934755372783262e-16
0,6,7,56.17908622096959,3.954394093803956,4,0.8659698847159163,False,51.84153929725006,0.054966751823612124,3.1415926535897922
0,6,8,26.008649749369606,4.456597966991075,3,0.835476235964567,False,18.832406897728536,0.049342034957144884,-1.3386614271573363e-15
0,6,9,1.1345461463733464,1.798502718243014,3,0.8045292704590957,False,1.6349558832408433,0.30897078647348625,8.486032946761152e-15
0,6,10,50.93324981524495,8.180524327221379,1,0.773705911533153,False,49.484942981226155,0.01445753913247482,3.1415926535897922
0,7,1,0.6897460470146369,2.0240856803526133,2,0.850964874588545,False,0.32870704976476994,0.24407482017562432,1.5707963267948843
0,7,2,52.96100919891118,5.831683918199649,2,0.8449220020151371,False,52.561167797846764,0.027391579075807318,-1.5707963267948946
0,7,3,9.858338390064231,4.874350634794015,2,0.8351304486898709,False,11.06163535575273,0.041908380628538695,-1.5707963267948992
0,7,4,11.892229632347217,3.3534488504177444,2,0.8219770515359567,False,10.324156531373657,0.08809402269889784,-1.5707963267949
0,7,5,45.20728698342336,5.543711273105729,2,0.8059445500463998,False,34.00745943874627,0.031235687953111543,1.5707963267948932
0,7,7,1.3755139071481064,2.035499962471649,2,0.7673883767433526,False,3.29214099346054,0.24098731992602976,-1.5707963267948997
1,0,1,1087.6105583190365,20.03973907595452,5,5.243955554932642,False,1104.6099280737214,0.0006718174032198375,1.5707963267948963
1,0,2,164.0273476651643,8.330229348136497,1,4.218676119509166,False,256.48836453937656,0.008678572023678298,-3.1415926535897927
1,0,3,1002.39507040359,16.067537443032,7,3.347723093238599,False,954.581682490535,0.0009042546424091185,1.5707963267948966
1,0,4,120.82352450419042,4.445780439908035,8,2.716797960733811,False,121.18812232303604,0.030343173177885277,3.141592653589793
1,0,5,-0.0410454712877228,0.8987683885652363,5,2.264820433518788,False,0.399479936312273,1.237855938852389,1.5707963267949172
1,0,6,616.9482551501832,19.39846076802004,7,1.9329640327390845,False,579.0041396361428,0.0014464491124665932,-9.648389002888362e-16
1,0,7,38.17749183298356,1.7817686097994718,7,1.6818165847914273,False,41.48544258117448,0.21540603111797085,-1.5707963267948977
1,0,8,62.005675765521815,2.0399982509767254,9,1.4863227552110732,False,64.43492878834797,0.12812397885001156,-3.1415926535897905
1,0,9,29.42715977229477,1.4967326473537288,9,1.330385200757993,False,36.66776872427171,0.30337840313738984,-1.5707963267948974
1,0,10,142.47183449277733,3.6393742590466016,9,1.2033828535589342,False,133.95688158321056,0.03323727108730439,3.14159265358979
1,0,11,77.39548670838245,2.9809106712531026,7,1.098098333244993,False,74.11082082751739,0.0715504864657677,-1.570796326794898
1,0,12,70.7273581606758,3.4690720062236124,5,1.0094870220686154,False,68.02302795280595,0.06131221715370977,-1.160340148480677e-15
1,0,13,14.983966375232905,2.072364740137536,5,0.9339312610888756,False,15.810865902961144,0.22163607502750612,1.5707963267948997
1,0,14,36.19081953333895,3.18673321241618,4,0.868776393816889,False,29.26812511479386,0.09047648088237176,-3.1415926535897896
1,0,15,66.66629511878035,4.444547380755177,4,0.8120341624994022,False,71.75318824756555,0.04137144034408186,1.570796326794896
1,0,16,1.2152723669901868,1.735264724772891,2,0.7621880718792979,False,1.9447563569334485,0.33181256483042365,-1.4783122574419368e-14
1,1,0,95.05750910536878,5.163054605069631,2,4.159282585250937,False,72.6986007035245,0.030827118727621096,-1.5707963267948952
1,1,1,189.3218351177029,3.678605625849383,6,3.9401670499401713,False,202.43315207587412,0.020475818531322163,-0.21289011570565208
1,1,2,154.7259728167949,3.2777128093352963,6,3.445486110466344,False,142.67655266848348,0.033211138879052304,1.1907240161570898
1,1,3,1473.4585081599964,19.350225932218464,12,2.9200886066727203,False,1440.100293432055,0.00044055503645754984,-1.9761486431202129
1,1,4,212.44918429061283,3.1607171388402886,13,2.472863336741859,False,200.8810210337794,0.020957468534778177,-0.3588175751987137
1,1,5,575.852400575889,7.074154161436328,14,2.117608947777143,False,566.601506619055,0.0029228543928361194,-1.5870564766919004
1,1,6,25.908369682459597,1.3901989496478775,15,1.8390041451243924,False,29.961358439659406,0.37462242935071216,-1.005087564960658
1,1,7,407.6665699572069,6.148121481047393,17,1.6188286013079145,False,405.95153244009083,0.005360943959589783,1.20820888220483
1,1,8,273.69699924966955,3.864069602953693,16,1.4423102366494231,False,261.3681410805256,0.012761352624898742,2.076948634508476
1,1,9,270.3224943993802,3.961172492930322,16,1.2985441860161795,False,267.32184447514516,0.012424225612999915,1.8832244337715052
1,1,10,141.44705705512823,2.506924864488644,17,1.179664235252623,False,136.1615166790707,0.04272546354073041,-2.0733245447625728
1,1,11,13.89575666489722,1.0290517176853184,13,1.0799873353924754,False,15.87869388677812,0.7890350488394907,2.2485414270670367
1,1,12,2.9968325324798983,0.7270697007110749,12,0.9953623078796582,False,3.4427170350225955,1.8573678691234947,1.5936656846597985
1,1,13,119.00782688481384,3.4749270824682075,10,0.9227128374567768,False,117.48907180920536,0.04064101600691891,-0.9938585388099113
1,1,14,20.69390010691807,1.722294822614967,8,0.859724025663573,False,16.49979142869363,0.3072576736567528,1.0622491515550698
1,1,15,50.13458324575023,3.034983751559869,7,0.8046275976444219,False,55.57007074076095,0.08465904005625711,-1.642382195122662
1,1,16,30.03828814266284,6.043996630490458,1,0.7560534754367116,False,41.7587679738237,0.026441458264630652,-1.1715025354063693
1,2,0,1.604039688925657,0.867055218622892,4,2.6542118369006067,False,1.857436402326532,1.3251811942156826,1.570796326794903
1,2,1,87.53775904792809,2.4228997319352183,6,2.594509579563997,False,90.4695442231018,0.07646179996532981,0.7581302478338645
1,2,2,389.2039555219415,6.581635702295359,8,2.4369999510174125,False,423.2488570334759,0.005101682306356915,-0.19094996256837463
1,2,3,686.605941321184,11.296755479857277,9,2.2281784208532125,False,648.3618634339025,0.0019194759256460463,-2.5319948041959286
1,2,4,219.4393269168548,3.729592515508468,11,2.009369289567528,False,224.14067710159915,0.017095485622512042,3.1145306314523964
1,2,5,542.1488690775393,16.920716557163555,11,1.8043810925743984,False,525.0120801109099,0.0018524962617771793,-1.2311908947718242
1,2,6,20.702498457805863,1.5385835641827732,12,1.6225734406286745,False,21.344441870999198,0.3611301171697587,1.4325220981962663
1,2,7,123.69144958947317,6.069178481289018,12,1.4653146712877014,False,122.89605961897252,0.019807216203144646,1.0177869048455774
1,2,8,3.4826700464851874,0.8225538269977256,12,1.3305538156960068,False,4.4452706347216004,1.4452866904577732,1.3503429203191002
1,2,9,305.99647544519416,4.950552564483766,13,1.2151945419364765,False,294.84726337562637,0.009547973169073212,1.65472120818953
1,2,10,9.258241413656815,0.9707912777646164,10,1.1161267106141537,False,11.423019934360523,0.9564759191510093,-0.5283965405969044
1,2,11,8.192200031630499,1.0285656389634066,8,1.030598146462535,False,8.367601779798662,0.892790079964943,-1.948669209797297
1,2,12,32.832938172830055,2.2869430741328927,6,0.9562994136409768,False,29.303748629408265,0.16484642339526442,-0.010558786968925501
1,2,13,72.10890886386822,3.574946290444293,6,0.8913375998760641,False,69.01751423542801,0.05815207172187102,-2.3687201511874134
1,2,14,49.239347494619366,3.422020393689838,5,0.8341755956277656,False,46.78992859338105,0.07272748868530882,-2.9466069627732043
1,2,15,6.996107356834287,4.144294685369864,1,0.7835676283069763,False,13.120670316637096,0.05785145425377884,-0.07102322015163182
1,3,0,295.8610753384535,21.00530580936834,4,1.8824867223354045,False,295.13209550298103,0.0019240218674258043,-1.5707963267948972
1,3,1,423.1668381418041,29.614888671010128,6,1.8608255645627243,False,415.22203841988136,0.0009669348447660183,1.331351389425075
1,3,2,61.28145950108942,5.5922281679647785,8,1.80006993023518,False,61.615660787011706,0.028837140871908234,2.4059357916781487
1,3,3,542.1080869849707,9.30429762923575,8,1.7108209807910275,False,520.6383509041858,0.0029648899352156958,2.2803827060057325
1,3,4,114.2099056747762,3.653519350836003,6,1.6055840321290218,False,105.88959446668787,0.04170995728033449,2.3046242493458178
1,3,5,30.156028401530644,1.7575274492597663,11,1.4950646315714733,False,29.106460941853324,0.25841040418514555,1.189003372331239
1,3,6,67.69971418656422,2.835513885867043,12,1.3866566902015824,False,60.52462850692784,0.0861864477981503,-1.8731776169809677
1,3,7,192.17349796744892,3.6681605206905785,12,1.2846162408309072,False,187.24082528091128,0.021946582988319446,-0.1881381963941467
1,3,8,47.80334017840631,1.6420162333457171,13,1.1909056704116372,False,49.53436049180894,0.206042890101586,-0.8031327125655794
1,3,9,398.63312645533415,7.902119207255425,8,1.1060531080741876,False,393.89656172433075,0.004921154571898571,-1.7401236912992268
1,3,10,33.98236844402594,2.2217766177493465,7,1.0297929032654312,False,35.86715450661952,0.16518277831409187,0.0851262011994549
1,3,11,50.72980201120448,3.506133147814098,7,0.961475936021441,False,52.314037354620694,0.0679968203400526,2.738411992546597
1,3,12,56.07148563390045,3.469603482079347,5,0.9003084671157554,False,53.76473727439315,0.06795933368150567,1.7453356180651265
1,3,13,70.86191671576005,4.077519007957634,5,0.8454806683998368,False,72.81462281952456,0.0469197134547991,1.2998723992530308
1,3,14,31.23455824970725,4.547666704839256,2,0.7962297919303941,False,24.18067913319704,0.046915709387083816,-2.5155093214888598
1,3,15,4.239327139642828,3.0857600508032843,1,0.7518667688428132,False,1.0079718778524238,0.10497775187137452,-0.8511926209453643
1,4,0,3.55704469750579,1.4956891191409636,4,1.4456053069087234,False,5.012326730941897,0.4433542974892096,-1.5707963267948921
1,4,1,164.77991301232103,4.639544839794967,6,1.435726326983524,False,159.79045969344065,0.022229191958350446,1.3792827392378575
1,4,2,36.88585397375376,1.8079030265535243,8,1.4072619324321949,False,36.38139109782642,0.22367366794796006,0.3136766242322113
1,4,3,161.62507347227958,4.081195481401302,8,1.3633655305892616,False,168.50680341462507,0.02408467837349217,1.3722791770163538
1,4,4,22.037067987386965,1.5107763395409226,8,1.3082835483265638,False,21.584765446000628,0.3693256662631182,1.4946014467922286
1,4,5,58.66473301951077,2.070079324678236,9,1.246385235136498,False,58.41900542252696,0.13577078646444032,-0.5080972626493558
1,4,6,39.13109542111591,1.5649175910869106,11,1.181465058748428,False,34.830301854646315,0.2752905386392024,-2.133723666440525
1,4,7,299.6628325589766,7.183629147526431,6,1.116425467124926,False,301.96571690842046,0.0075045377223005565,-2.9966742825894572
1,4,8,44.83289922810557,2.193605121212121,7,1.0532589369438548,False,44.78282511511006,0.15109833516183319,-1.5336995390961365
1,4,9,3.1855886369701345,0.9627710321625113,7,0.9931905576535538,False,3.913332756897383,1.0649001278380472,-1.7866187620889575
1,4,10,30.107738123620724,2.290266538073552,6,0.9368697501433246,False,27.78809692159333,0.16723833177232922,0.632356974908599
1,4,11,246.3917785461391,8.076798084034142,5,0.8845489658539437,False,252.14966292344457,0.008224467731876323,-0.29280129859738396
1,4,12,38.46618002495927,2.747537214341563,6,0.8362256090765096,False,44.03339730409161,0.10928932136391224,2.112840858058909
1,4,13,28.81547824735901,3.3677313932163546,3,0.7917447297214624,False,33.23191463639011,0.08163647929761195,2.8008436838971136
1,4,14,30.648172397649123,6.437309795697321,1,0.7508687983710352,False,32.81510998575173,0.023603882753395394,-2.5699460745392897
1,5,0,15.79391922952764,2.923901153198756,2,1.169650682930252,False,14.239608662721096,0.11434834585678486,1.570796326794898
