x,y,z,height,multiplicity
0.5375,0.4625,0.0,56.9581878845702,6
0.45416666666666666,0.0,0.10833333333333334,53.652297045776464,12
0.48333333333333334,0.5875,0.9166666666666666,10.632583290285234,24
0.058333333333333334,0.5958333333333333,0.14166666666666666,9.284519256525508,24
0.4625,0.4625,0.23333333333333334,7.941236508195967,12
0.4,0.0,0.1,7.59824816731034,12
0.3958333333333333,0.9041666666666667,0.13333333333333333,7.122755884938823,24
0.6333333333333333,0.5083333333333333,0.8166666666666667,6.931729373053564,24
0.6458333333333334,0.1625,0.825,6.907608508602968,24
0.5041666666666667,0.7833333333333333,0.6666666666666666,6.876446002028923,24
0.041666666666666664,0.5708333333333333,0.0,6.790929883600624,12
0.5208333333333334,0.19166666666666668,0.225,6.724609915662852,24
0.5166666666666667,0.4791666666666667,0.11666666666666667,6.497399458089732,24
0.5083333333333333,0.6916666666666667,0.7166666666666667,6.389351230549509,24
0.4625,0.31666666666666665,0.7166666666666667,6.163417988779739,24
0.11666666666666667,0.6541666666666667,0.24166666666666667,6.059201396182274,24
0.24583333333333332,0.7541666666666667,0.7083333333333334,5.971448647800958,12
0.49583333333333335,0.2791666666666667,0.4083333333333333,5.969825322605989,24
0.75,0.25,0.4583333333333333,5.649677306906463,12
0.8583333333333333,0.42916666666666664,0.35833333333333334,5.643284143870801,12
0.5083333333333333,0.8166666666666667,0.5416666666666666,5.1405293394431455,24
0.19166666666666668,0.5958333333333333,0.4083333333333333,4.826353780046125,12
0.4125,0.3416666666666667,0.5,3.4616412621383854,12
0.6666666666666666,0.3333333333333333,0.6333333333333333,3.2635307990853177,4
0.3958333333333333,0.7916666666666666,0.0,3.077278253013001,6
0.25833333333333336,0.4625,0.9833333333333333,2.94882891849568,24
0.6541666666666667,0.3458333333333333,0.325,2.8069681733058873,12
0.0,0.0,0.675,2.7926823751259673,2
0.6583333333333333,0.3416666666666667,0.7166666666666667,2.595284953802249,12
0.3,0.44583333333333336,0.0,2.545784731522662,12
0.3333333333333333,0.6666666666666666,0.21666666666666667,2.333545440197716,4
0.125,0.9625,0.5,2.3246152034367196,12
0.9333333333333333,0.8666666666666667,0.5,2.2864554860775885,6
0.38333333333333336,0.6916666666666667,0.725,2.260978211143545,12
0.3,0.65,0.7416666666666667,2.19995431982149,12
0.5416666666666666,0.07916666666666666,0.25833333333333336,2.1943204266956653,24
0.5541666666666667,0.2625,0.041666666666666664,2.1386765350597607,24
0.275,0.6375,0.5333333333333333,2.114856441780755,12
0.19166666666666668,0.38333333333333336,0.225,2.1024900318319126,12
0.5958333333333333,0.29583333333333334,0.3333333333333333,2.082423550270847,24
0.7291666666666666,0.45,0.0,2.0762511346767147,12
0.0,0.0,0.09166666666666666,2.019024203343363,2
0.0,0.0,0.15,2.0011180293059927,2
0.7,0.3333333333333333,0.4,1.9585437488903539,24
0.3875,0.3875,0.0,1.9434552148107516,6
0.32916666666666666,0.0,0.23333333333333334,1.9009207567157906,12
0.2708333333333333,0.5416666666666666,0.95,1.8935825891979234,12
0.37916666666666665,0.625,0.0,1.8388301743319575,12
0.19583333333333333,0.39166666666666666,0.5,1.8352354346350963,6
0.6375,0.275,0.6166666666666667,1.8265184276680504,12
0.7625,0.37916666666666665,0.39166666666666666,1.793243870765011,24
0.45,0.55,0.9416666666666667,1.7889326885048467,12
0.9666666666666667,0.9333333333333333,0.0,1.7856520681815058,6
0.4375,0.42083333333333334,0.15,1.7815464310240898,24
0.3875,0.004166666666666667,0.6916666666666667,1.7610799878972867,24
0.0,0.15416666666666667,0.4666666666666667,1.749021957511044,12
0.775,0.6083333333333333,0.2,1.707456142422777,24
0.9291666666666667,0.5791666666666667,0.5666666666666667,1.6666697186107156,24
0.8375,0.2125,0.275,1.6355626196714836,24
0.03333333333333333,0.9666666666666667,0.9333333333333333,1.6286309226076414,12
0.6083333333333333,0.7708333333333334,0.4583333333333333,1.6030627582646182,24
0.0,0.5,0.35,1.5930874786962361,6
0.0,0.6416666666666667,0.7416666666666667,1.5716880540723774,12
0.32916666666666666,0.6,0.5,1.539883591723145,12
0.4125,0.3958333333333333,0.6416666666666667,1.5374198909383583,24
0.37083333333333335,0.15833333333333333,0.8083333333333333,1.533645414046436,24
0.8041666666666667,0.8916666666666667,0.4,1.4912676981075823,24
0.3875,0.13333333333333333,0.5,1.4864961988375756,12
0.07916666666666666,0.15833333333333333,0.7166666666666667,1.4775856207237466,12
0.7125,0.42083333333333334,0.041666666666666664,1.4659334906706651,24
0.8208333333333333,0.6458333333333334,0.8666666666666667,1.436643836589402,24
0.1125,0.8041666666666667,0.21666666666666667,1.4223349187894043,24
0.3458333333333333,0.2125,0.6166666666666667,1.4183622776241989,24
0.9541666666666667,0.0,0.0,1.4137521825691732,6
0.1375,0.8291666666666667,0.26666666666666666,1.4111359206370238,24
0.8916666666666667,0.10833333333333334,0.10833333333333334,1.3970137680615429,12
0.14583333333333334,0.05416666666666667,0.5,1.375951210677283,12
0.6125,0.5666666666666667,0.4083333333333333,1.364552702025716,24
0.7083333333333334,0.0,0.0,1.3597972503650848,6
0.0,0.7,0.8083333333333333,1.3557470607470934,12
0.9166666666666666,0.32916666666666666,0.03333333333333333,1.351466000599007,24
0.5416666666666666,0.4875,0.7083333333333334,1.3477235321193326,24
0.8458333333333333,0.6541666666666667,0.8,1.343747374298979,24
0.21666666666666667,0.8416666666666667,0.5,1.3421873352376885,12
0.19166666666666668,0.7541666666666667,0.9083333333333333,1.3415336448438597,24
0.18333333333333332,0.1625,0.5,1.3369566699467264,12
0.7958333333333333,0.7833333333333333,0.30833333333333335,1.330089796852507,24
0.0,0.9875,0.0,1.329929851132262,6
0.025,0.1125,0.5,1.3245521377844218,12
0.2916666666666667,0.0,0.24166666666666667,1.318484834368628,12
0.8583333333333333,0.14166666666666666,0.6,1.3173220256027063,12
0.5791666666666667,0.3333333333333333,0.0,1.278525263320566,12
0.9208333333333333,0.20833333333333334,0.175,1.2722831171197886,24
0.10833333333333334,0.9541666666666667,0.24166666666666667,1.2664004699718456,24
0.15,0.3,0.675,1.2638436918303133,12
0.9416666666666667,0.15416666666666667,0.4583333333333333,1.2635246124585056,24
0.4041666666666667,0.7,0.4083333333333333,1.2632940827618198,24
0.8125,0.9083333333333333,0.85,1.25835711317637,24
0.04583333333333333,0.6416666666666667,0.375,1.2567691832192016,24
0.8041666666666667,0.9,0.24166666666666667,1.2534301466894755,24
0.7916666666666666,0.14583333333333334,0.0,1.2504331186463487,12
0.95,0.4125,0.5083333333333333,1.2432973244880405,24
0.8208333333333333,0.6375,0.575,1.217790812161885,24
0.5666666666666667,0.5291666666666667,0.36666666666666664,1.2119516679192035,24
0.9833333333333333,0.225,0.65,1.210307023990874,24
0.8541666666666666,0.7083333333333334,0.5083333333333333,1.2060084921767105,12
0.04583333333333333,0.0,0.8833333333333333,1.2003021556388298,12
0.24166666666666667,0.24166666666666667,0.8083333333333333,1.1969015246738903,12
0.20416666666666666,0.875,0.6916666666666667,1.19061666594961,24
0.6666666666666666,0.3333333333333333,0.13333333333333333,1.186882315057951,4
0.0,0.1125,0.4,1.1820952762771924,12
0.075,0.6,0.5083333333333333,1.1734429793950183,24
0.8708333333333333,0.8,0.5333333333333333,1.1650981832301741,24
0.7916666666666666,0.7916666666666666,0.6083333333333333,1.1605753520389772,12
0.0625,0.0,0.6916666666666667,1.1599555964546517,12
0.875,0.9375,0.0,1.1583799733040976,6
0.0,0.7583333333333333,0.725,1.1568721344517245,12
0.10833333333333334,0.3416666666666667,0.0,1.1510226618974297,12
0.425,0.32916666666666666,0.0,1.15008449092342,12
0.8083333333333333,0.9125,0.325,1.1449117306810555,24
0.05,0.1,0.38333333333333336,1.134260508144641,12
0.6666666666666666,0.8333333333333334,0.0,1.1214057299993554,6
0.0125,0.925,0.6333333333333333,1.1198943306609326,24
0.0,0.65,0.325,1.1158523440175385,12
0.23333333333333334,0.14166666666666666,0.5,1.1135216577046376,12
0.7625,0.6083333333333333,0.0,1.1092371677287434,12
0.7166666666666667,0.8583333333333333,0.7583333333333333,1.1039142099322965,12
0.2375,0.8708333333333333,0.5416666666666666,1.1036883103323887,24
0.020833333333333332,0.8666666666666667,0.0,1.101691640092166,12
0.8416666666666667,0.9125,0.36666666666666664,1.085512486249746,24
0.2625,0.2625,0.16666666666666666,1.0811703688383045,12
0.6083333333333333,0.8208333333333333,0.375,1.0732328470190553,24
0.9416666666666667,0.825,0.20833333333333334,1.061969782687862,24
0.4708333333333333,0.4041666666666667,0.39166666666666666,1.0605356415148746,24
0.23333333333333334,0.25416666666666665,0.11666666666666667,1.0541772232333833,24
